Threshold,Precision,Recall,F1-score,Balanced Accuracy
0.05,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.055,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.06,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.065,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.07,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.075,0.5312157721796276,0.9938524590163934,0.6923625981441828,0.5015558591378263
0.08,0.5317982456140351,0.9938524590163934,0.6928571428571428,0.5027132665452337
0.08499999999999999,0.5317982456140351,0.9938524590163934,0.6928571428571428,0.5027132665452337
0.09,0.531284302963776,0.9918032786885246,0.6919228020014296,0.5016886763812993
0.095,0.5318681318681319,0.9918032786885246,0.6924177396280401,0.5028460837887068
0.09999999999999999,0.5319383259911894,0.9897540983606558,0.6919770773638968,0.5029789010321797
0.105,0.5331125827814569,0.9897540983606558,0.6929698708751794,0.5052937158469946
0.10999999999999999,0.532596685082873,0.9877049180327869,0.6920315865039484,0.5042691256830601
0.11499999999999999,0.5331858407079646,0.9877049180327869,0.6925287356321839,0.5054265330904676
0.12,0.5338512763596004,0.985655737704918,0.6925845932325414,0.5067167577413478
0.12499999999999999,0.5350389321468298,0.985655737704918,0.6935832732516222,0.5090315725561627
0.13,0.5350389321468298,0.985655737704918,0.6935832732516222,0.5090315725561627
0.135,0.5362318840579711,0.985655737704918,0.6945848375451263,0.5113463873709775
0.13999999999999999,0.5374301675977654,0.985655737704918,0.695589298626175,0.5136612021857924
0.145,0.5386338185890257,0.985655737704918,0.6965966690803765,0.5159760170006071
0.14999999999999997,0.5398428731762065,0.985655737704918,0.6976069615663524,0.5182908318154219
0.15499999999999997,0.5417607223476298,0.9836065573770492,0.6986899563318777,0.5218958712811171
0.15999999999999998,0.5425652667423383,0.9795081967213115,0.6983199415631848,0.5233189131754705
0.16499999999999998,0.5420454545454545,0.9774590163934426,0.6973684210526315,0.5222943230115361
0.16999999999999998,0.5421412300683371,0.9754098360655737,0.6969253294289898,0.5224271402550091
0.175,0.5423340961098398,0.9713114754098361,0.6960352422907489,0.5226927747419551
0.18,0.5480880648899189,0.9692622950819673,0.7002220577350111,0.5332422586520947
0.185,0.5501165501165501,0.9672131147540983,0.7013372956909361,0.5368472981177899
0.19,0.5502336448598131,0.9651639344262295,0.7008928571428571,0.5369801153612629
0.195,0.5551601423487544,0.9590163934426229,0.7032306536438768,0.5454804189435337
0.19999999999999996,0.5566150178784267,0.9569672131147541,0.7038432554634514,0.5479280510018215
0.20499999999999996,0.5607701564380265,0.9549180327868853,0.7065959059893859,0.555005312689739
0.20999999999999996,0.5631067961165048,0.9508196721311475,0.7073170731707317,0.5587431693989071
0.21499999999999997,0.5668711656441717,0.9467213114754098,0.7091327705295472,0.5647958409228901
0.21999999999999997,0.5700123915737298,0.9426229508196722,0.7104247104247104,0.5696911050394657
0.22499999999999998,0.5716064757160647,0.9405737704918032,0.7110766847405112,0.5721387370977534
0.22999999999999998,0.5730337078651685,0.9405737704918032,0.7121799844840963,0.5744535519125683
0.235,0.5784810126582278,0.9364754098360656,0.7151799687010955,0.5828210382513661
0.24,0.5836526181353767,0.9364754098360656,0.7191188040912667,0.590922890103218
0.245,0.5875486381322957,0.9282786885245902,0.7196187450357426,0.5960837887067395
0.24999999999999994,0.5900783289817232,0.9262295081967213,0.7208931419457735,0.5996888281724347
0.25499999999999995,0.5905511811023622,0.9221311475409836,0.72,0.5999544626593807
0.25999999999999995,0.593915343915344,0.9200819672131147,0.7218649517684887,0.6047169095324834
0.26499999999999996,0.5983935742971888,0.9159836065573771,0.7238866396761133,0.6107695810564664
0.26999999999999996,0.6029810298102981,0.9118852459016393,0.7259380097879282,0.6168222525804493
0.27499999999999997,0.6057298772169167,0.9098360655737705,0.7272727272727273,0.6204272920461446
0.27999999999999997,0.6132596685082873,0.9098360655737705,0.7326732673267327,0.6308439587128112
0.285,0.6225352112676056,0.9057377049180327,0.7378964941569283,0.6426836672738312
0.29,0.6276747503566333,0.9016393442622951,0.7401177460050462,0.6487363387978142
0.295,0.6342525399129173,0.8954918032786885,0.7425658453695837,0.6560792349726776
0.3,0.6374269005847953,0.8934426229508197,0.7440273037542662,0.6596842744383729
0.30499999999999994,0.6420118343195266,0.889344262295082,0.7457044673539519,0.6645795385549484
0.30999999999999994,0.6476761619190404,0.8852459016393442,0.7480519480519481,0.6706322100789314
0.31499999999999995,0.6534351145038167,0.8770491803278688,0.7489063867016623,0.6757931086824529
0.31999999999999995,0.6563944530046225,0.8729508196721312,0.7493403693931399,0.6783735579842137
0.32499999999999996,0.660436137071651,0.8688524590163934,0.7504424778761062,0.6821114146933819
0.32999999999999996,0.6656151419558359,0.8647540983606558,0.7522281639928698,0.6870066788099576
0.33499999999999996,0.6693290734824281,0.8586065573770492,0.7522441651705566,0.6897199453551912
0.33999999999999997,0.6731078904991948,0.8565573770491803,0.7538322813345356,0.6933249848208864
0.3449999999999999,0.6764227642276422,0.8524590163934426,0.7543064369900272,0.6959054341226472
0.3499999999999999,0.6786885245901639,0.8483606557377049,0.7540983606557377,0.6973284760170007
0.3549999999999999,0.6839464882943144,0.8381147540983607,0.7532228360957642,0.7003073770491803
0.35999999999999993,0.6882453151618398,0.8278688524590164,0.7516279069767442,0.7021288706739526
0.36499999999999994,0.6907216494845361,0.8237704918032787,0.7514018691588785,0.7035519125683061
0.36999999999999994,0.6932409012131716,0.819672131147541,0.7511737089201878,0.7049749544626593
0.37499999999999994,0.6938053097345133,0.8032786885245902,0.7445394112060779,0.7014078627808136
0.37999999999999995,0.6958855098389982,0.7971311475409836,0.7430754536771729,0.7018063145112325
0.38499999999999995,0.7,0.7889344262295082,0.7418111753371869,0.7034949908925319
0.38999999999999996,0.70018281535649,0.7848360655737705,0.740096618357488,0.7026032179720705
0.39499999999999996,0.7029520295202952,0.7807377049180327,0.7398058252427184,0.7040262598664238
0.3999999999999999,0.7097378277153558,0.7766393442622951,0.7416829745596869,0.7089215239829993
0.4049999999999999,0.715370018975332,0.7725409836065574,0.7428571428571429,0.7126593806921676
0.4099999999999999,0.7170172084130019,0.7684426229508197,0.7418397626112759,0.7129250151791136
0.4149999999999999,0.7248062015503876,0.7663934426229508,0.7450199203187251,0.7188448694596236
0.41999999999999993,0.7288801571709234,0.7602459016393442,0.7442326980942828,0.7204007285974499
0.42499999999999993,0.7267326732673267,0.7520491803278688,0.7391742195367573,0.7163023679417122
0.42999999999999994,0.7329317269076305,0.7479508196721312,0.7403651115618661,0.7200402246508804
0.43499999999999994,0.7372708757637475,0.7418032786885246,0.7395301327885597,0.7215960837887068
0.43999999999999995,0.7412008281573499,0.7336065573770492,0.737384140061792,0.7221273527625987
0.44499999999999995,0.7457983193277311,0.7274590163934426,0.7365145228215768,0.7236832119004251
0.4499999999999999,0.7521367521367521,0.7213114754098361,0.7364016736401674,0.7263964784456588
0.4549999999999999,0.7559912854030502,0.7110655737704918,0.7328405491024287,0.7259031572556163
0.4599999999999999,0.76431718061674,0.7110655737704918,0.7367303609341825,0.7316901942926533
