mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_elastic__classifier__C,param_elastic__classifier__l1_ratio,param_extra__max_depth,param_extra__min_samples_leaf,param_weights,param_xgb__learning_rate,param_xgb__max_depth,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy
1.242581844329834,0.1839016127830346,0.21424357096354166,0.04103181720695338,0.16949768237884735,0.09997491581800289,8,8,"(2, 1, 2)",0.1,3,"{'elastic__classifier__C': np.float64(0.16949768237884735), 'elastic__classifier__l1_ratio': np.float64(0.09997491581800289), 'extra__max_depth': 8, 'extra__min_samples_leaf': 8, 'weights': (2, 1, 2), 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3}",0.7552828902522155,0.7798227675528289,0.7833076131687242,0.7728044236579228,0.012471010034132368,1,0.8034271802710464,0.839897332845754,0.8234872394069281,0.8222705841745762,0.014913711692520157,1,0.6687116564417178,0.7239263803680982,0.6604938271604939,0.6843772879901033,0.02816595119958631,1,0.6942675159235668,0.7283950617283951,0.7157190635451505,0.7127938803990373,0.014085213712587398,1,0.6885224948875256,0.7126576346284935,0.7260802469135803,0.7090867921431997,0.015539398773306045,1
2.5698614915211997,0.6982212266744308,0.30232954025268555,0.11089957339514948,0.0745934328572655,0.9507143064099162,8,8,"(2, 1, 2)",0.02,4,"{'elastic__classifier__C': np.float64(0.0745934328572655), 'elastic__classifier__l1_ratio': np.float64(0.9507143064099162), 'extra__max_depth': 8, 'extra__min_samples_leaf': 8, 'weights': (2, 1, 2), 'xgb__learning_rate': 0.02, 'xgb__max_depth': 4}",0.728186775732788,0.750852079072938,0.7641889574759945,0.7477426040939069,0.014861379445879916,2,0.7831831062968224,0.8139874477245522,0.8007558553673434,0.7993088031295726,0.012617377773879052,2,0.6625766871165644,0.6993865030674846,0.6481481481481481,0.6700371127773991,0.021572910744582792,2,0.6878980891719745,0.7080745341614907,0.7070707070707071,0.7010144434680575,0.009283712609451303,2,0.6819827880027266,0.6934432515337423,0.7199074074074074,0.6984444823146254,0.01588140256694841,2
