Threshold,Precision,Recall,F1-score,Balanced Accuracy
0.05,0.5304347826086957,1.0,0.6931818181818182,0.5
0.055,0.5304347826086957,1.0,0.6931818181818182,0.5
0.06,0.5304347826086957,1.0,0.6931818181818182,0.5
0.065,0.5304347826086957,1.0,0.6931818181818182,0.5
0.07,0.5304347826086957,1.0,0.6931818181818182,0.5
0.075,0.5304347826086957,1.0,0.6931818181818182,0.5
0.08,0.5304347826086957,1.0,0.6931818181818182,0.5
0.08499999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.09,0.5304347826086957,1.0,0.6931818181818182,0.5
0.095,0.5304347826086957,1.0,0.6931818181818182,0.5
0.09999999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.105,0.5304347826086957,1.0,0.6931818181818182,0.5
0.10999999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.11499999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.12,0.5304347826086957,1.0,0.6931818181818182,0.5
0.12499999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.13,0.5304347826086957,1.0,0.6931818181818182,0.5
0.135,0.5304347826086957,1.0,0.6931818181818182,0.5
0.13999999999999999,0.5304347826086957,1.0,0.6931818181818182,0.5
0.145,0.5304347826086957,1.0,0.6931818181818182,0.5
0.14999999999999997,0.5304347826086957,1.0,0.6931818181818182,0.5
0.15499999999999997,0.5304347826086957,1.0,0.6931818181818182,0.5
0.15999999999999998,0.5304347826086957,1.0,0.6931818181818182,0.5
0.16499999999999998,0.5304347826086957,1.0,0.6931818181818182,0.5
0.16999999999999998,0.5304347826086957,1.0,0.6931818181818182,0.5
0.175,0.5304347826086957,1.0,0.6931818181818182,0.5
0.18,0.5304347826086957,1.0,0.6931818181818182,0.5
0.185,0.5304347826086957,1.0,0.6931818181818182,0.5
0.19,0.5304347826086957,1.0,0.6931818181818182,0.5
0.195,0.5304347826086957,1.0,0.6931818181818182,0.5
0.19999999999999996,0.5304347826086957,1.0,0.6931818181818182,0.5
0.20499999999999996,0.5304347826086957,1.0,0.6931818181818182,0.5
0.20999999999999996,0.5304347826086957,1.0,0.6931818181818182,0.5
0.21499999999999997,0.5304347826086957,1.0,0.6931818181818182,0.5
0.21999999999999997,0.5304347826086957,1.0,0.6931818181818182,0.5
0.22499999999999998,0.5304347826086957,1.0,0.6931818181818182,0.5
0.22999999999999998,0.5315904139433552,1.0,0.6941678520625889,0.5023148148148148
0.235,0.5315904139433552,1.0,0.6941678520625889,0.5023148148148148
0.24,0.5322404371584699,0.9979508196721312,0.6942266571632216,0.5036050394656952
0.245,0.5322404371584699,0.9979508196721312,0.6942266571632216,0.5036050394656952
0.24999999999999994,0.5328227571115973,0.9979508196721312,0.6947218259629101,0.5047624468731027
0.25499999999999995,0.5334063526834611,0.9979508196721312,0.6952177016416845,0.50591985428051
0.25999999999999995,0.5334063526834611,0.9979508196721312,0.6952177016416845,0.50591985428051
0.26499999999999996,0.5351648351648352,0.9979508196721312,0.6967095851216023,0.5093920765027322
0.26999999999999996,0.5352422907488987,0.9959016393442623,0.6962750716332379,0.5095248937462052
0.27499999999999997,0.5342163355408388,0.9918032786885246,0.6944045911047346,0.5074757134183364
0.27999999999999997,0.5342920353982301,0.9897540983606558,0.6939655172413793,0.5076085306618093
0.285,0.5367483296213809,0.9877049180327869,0.6955266955266955,0.512370977534912
0.29,0.5392376681614349,0.985655737704918,0.6971014492753623,0.5171334244080146
0.295,0.5406320541760722,0.9815573770491803,0.6972343522561864,0.5197138737097754
0.3,0.5413363533408834,0.9795081967213115,0.6973012399708242,0.5210040983606558
0.30499999999999994,0.5414301929625426,0.9774590163934426,0.6968590211833455,0.5211369156041287
0.30999999999999994,0.5430539609644087,0.9692622950819673,0.6961000735835173,0.5239829993928354
0.31499999999999995,0.548723897911833,0.9692622950819673,0.7007407407407408,0.5343996660595022
0.31999999999999995,0.5502336448598131,0.9651639344262295,0.7008928571428571,0.5369801153612629
0.32499999999999996,0.5531914893617021,0.9590163934426229,0.7016491754122939,0.5420081967213115
0.32999999999999996,0.5568862275449101,0.9528688524590164,0.7029478458049887,0.5481936854887675
0.33499999999999996,0.5620437956204379,0.9467213114754098,0.7053435114503817,0.5566939890710383
0.33999999999999997,0.5672009864364982,0.9426229508196722,0.7082371054657429,0.5650614754098361
0.3449999999999999,0.5694618272841051,0.9323770491803278,0.7070707070707071,0.5680403764420158
0.3499999999999999,0.5750636132315522,0.9262295081967213,0.7095761381475667,0.5765406800242866
0.3549999999999999,0.5803108808290155,0.9180327868852459,0.7111111111111111,0.584016393442623
0.35999999999999993,0.5824607329842932,0.9118852459016393,0.7108626198083067,0.5867296599878566
0.36499999999999994,0.5843293492695883,0.9016393442622951,0.709105560032232,0.588551153612629
0.36999999999999994,0.5916442048517521,0.8995901639344263,0.7138211382113822,0.5991006375227687
0.37499999999999994,0.5997248968363136,0.8934426229508197,0.7176954732510288,0.6099157559198543
0.37999999999999995,0.603905160390516,0.8872950819672131,0.7186721991701245,0.6149438372799029
0.38499999999999995,0.6079545454545454,0.8770491803278688,0.7181208053691275,0.61908014571949
0.38999999999999996,0.6135057471264368,0.875,0.7212837837837838,0.6261574074074074
0.39499999999999996,0.6217008797653959,0.8688524590163934,0.7247863247863248,0.6358151183970856
0.3999999999999999,0.6240713224368499,0.860655737704918,0.7235142118863049,0.6375037947783849
0.4049999999999999,0.6331811263318112,0.8524590163934426,0.7266375545851529,0.6472943230115361
0.4099999999999999,0.6383307573415765,0.8463114754098361,0.7277533039647577,0.6523224043715847
0.4149999999999999,0.6442006269592476,0.8422131147540983,0.7300177619893428,0.6583750758955677
0.41999999999999993,0.6446945337620579,0.8217213114754098,0.7225225225225225,0.6550736187006678
0.42499999999999993,0.6502463054187192,0.8114754098360656,0.7219690063810392,0.659209927140255
0.42999999999999994,0.6517412935323383,0.805327868852459,0.7204399633363886,0.6596083788706739
0.43499999999999994,0.6559865092748736,0.7971311475409836,0.7197039777983348,0.6624544626593807
0.43999999999999995,0.660958904109589,0.7909836065573771,0.7201492537313433,0.6663251366120219
0.44499999999999995,0.6655112651646448,0.7868852459016393,0.7211267605633803,0.67006299332119
0.4499999999999999,0.6737967914438503,0.7745901639344263,0.7206863679694948,0.6754895264116576
0.4549999999999999,0.6806569343065694,0.764344262295082,0.7200772200772201,0.6796258348512447
0.4599999999999999,0.6878504672897197,0.7540983606557377,0.7194525904203324,0.6837621432908318
0.4649999999999999,0.6918714555765595,0.75,0.7197640117994101,0.6863425925925926
0.4699999999999999,0.6957364341085271,0.735655737704918,0.7151394422310757,0.686114905889496
0.4749999999999999,0.708,0.7254098360655737,0.7165991902834008,0.6937234365513054
0.4799999999999999,0.7154471544715447,0.7213114754098361,0.7183673469387755,0.698618700667881
0.48499999999999993,0.7261410788381742,0.7172131147540983,0.7216494845360825,0.7058287795992714
0.48999999999999994,0.7366167023554604,0.7049180327868853,0.7204188481675393,0.7100979052823315
0.49499999999999994,0.737417943107221,0.6905737704918032,0.7132275132275132,0.7063979963570127
0.49999999999999994,0.7438752783964365,0.6844262295081968,0.7129135538954109,0.7091112629022465
0.5049999999999999,0.7494305239179955,0.6741803278688525,0.7098166127292341,0.7097753491196115
0.5099999999999999,0.7546728971962616,0.6618852459016393,0.7052401746724891,0.7094148451730419
0.5149999999999999,0.7613365155131265,0.6536885245901639,0.7034178610804851,0.7111035215543412
0.5199999999999999,0.7648514851485149,0.6331967213114754,0.6928251121076233,0.7066446569520339
0.5249999999999999,0.7727272727272727,0.6270491803278688,0.6923076923076923,0.7093579234972678
0.5299999999999999,0.7806788511749347,0.6127049180327869,0.6865671641791045,0.7091302367941712
0.5349999999999999,0.7855227882037533,0.6004098360655737,0.6806039488966318,0.7076123254401943
0.5399999999999999,0.7944444444444444,0.5860655737704918,0.6745283018867925,0.7073846387370978
0.5449999999999999,0.8057971014492754,0.569672131147541,0.6674669867947179,0.7072897692774742
