mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__reg_param,param_classifier__tol,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy
0.02308026949564616,0.003324985431967956,0.06560166676839192,0.010458691455120139,0.3745401188473625,0.006351221010640704,"{'classifier__reg_param': np.float64(0.3745401188473625), 'classifier__tol': np.float64(0.006351221010640704)}",0.6827709611451943,0.7007924335378324,0.7217506858710562,0.7017713601846943,0.015928453742929016,1,0.7304888580581412,0.7551763577533562,0.7677841474977463,0.751149787769748,0.015489665435824198,1,0.26993865030674846,0.4233128834355828,0.35802469135802467,0.3504254083667853,0.06284491850818283,2,0.4055299539170507,0.5587044534412956,0.48945147679324896,0.48456196138386504,0.0626287332717163,2,0.600247102931152,0.659573108384458,0.6199845679012346,0.6266015930722816,0.024667556254415444,2
0.021398067474365234,0.006031825081575978,0.07317852973937988,0.03185721681914341,0.7319939418114051,0.0002481040974867811,"{'classifier__reg_param': np.float64(0.7319939418114051), 'classifier__tol': np.float64(0.0002481040974867811)}",0.6594665985003407,0.6781271301976823,0.7030178326474623,0.6802038537818285,0.01784025568890132,2,0.720445418617051,0.7352872930977901,0.749141836045091,0.7349581825866439,0.011717574510039441,2,0.44785276073619634,0.5214723926380368,0.5123456790123457,0.49389027746219294,0.032765977630500175,1,0.5468164794007491,0.5902777777777778,0.6014492753623188,0.5795145108469485,0.023566523359953347,1,0.6162874914792092,0.6218473074301295,0.648533950617284,0.6288895831755409,0.01407488940138167,1
