Feature,Importance
8,0.08747830703650174
2,0.08739548496728108
16,0.07001029563442865
9,0.06941916747650538
3,0.06928720406116169
17,0.06898341384051879
10,0.06868572335763855
11,0.06474263078189912
4,0.056060296257354494
14,0.055600110723385394
7,0.05450752196952977
6,0.05289272072243088
5,0.052045105455516404
12,0.04665542114719186
15,0.041404373408255694
13,0.03901571038432976
18,0.008739509101299451
1,0.00660311882178661
0,0.0004738848529846572
